filepath,filename,extension,label,consider_flag,filesize,imports_map
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/fluffycontext/repochanges.py,repochanges,.py,Code,True,10852,"[{'alias': '', 'module': 'git', 'functions': '', 'importpath': 'git', 'codeline': 'import git', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 're', 'functions': '', 'importpath': 're', 'codeline': 'import re', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'datetime', 'functions': '', 'importpath': 'datetime', 'codeline': 'import datetime', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': '..utils', 'functions': 'get_repo_code_path,get_repo_dependencies_path, current_script_dir, retreive_file_contents', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils/get_repo_code_path,get_repo_dependencies_path, current_script_dir, retreive_file_contents', 'codeline': 'from ..utils import get_repo_code_path,get_repo_dependencies_path, current_script_dir, retreive_file_contents', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils.py', 'import_type': 'Entity within Python File Import'}, {'alias': '', 'module': 'openai', 'functions': '', 'importpath': 'openai', 'codeline': 'import openai', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 'pathlib', 'functions': 'Path', 'importpath': 'pathlib/Path', 'codeline': 'from pathlib import Path', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'csv', 'functions': '', 'importpath': 'csv', 'codeline': 'import csv', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': 'pd', 'module': 'pandas', 'functions': '', 'importpath': 'pandas', 'codeline': 'import pandas as pd', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 'logging', 'functions': '', 'importpath': 'logging', 'codeline': 'import logging', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'os', 'functions': '', 'importpath': 'os', 'codeline': 'import os', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'dotenv', 'functions': 'load_dotenv', 'importpath': 'dotenv/load_dotenv', 'codeline': 'from dotenv import load_dotenv', 'import_path_clean': '', 'import_type': 'Other Imports'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/.DS_Store,.DS_Store,,Other,False,6148,
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/dependencymapper.py,dependencymapper,.py,Code,True,4084,"[{'alias': '', 'module': 'pathlib', 'functions': 'Path', 'importpath': 'pathlib/Path', 'codeline': 'from pathlib import Path', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': 'pd', 'module': 'pandas', 'functions': '', 'importpath': 'pandas', 'codeline': 'import pandas as pd', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 'ast', 'functions': '', 'importpath': 'ast', 'codeline': 'import ast', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'logging', 'functions': '', 'importpath': 'logging', 'codeline': 'import logging', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': '.parserutils', 'functions': 'python_imports_mapper, js_imports_mapper', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/python_imports_mapper, js_imports_mapper', 'codeline': 'from .parserutils import python_imports_mapper, js_imports_mapper', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/__init__.py', 'import_type': 'Init.py imports'}, {'alias': '', 'module': '..utils', 'functions': 'get_repo_dependencies_path, current_script_dir', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils/get_repo_dependencies_path, current_script_dir', 'codeline': 'from ..utils import get_repo_dependencies_path, current_script_dir', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils.py', 'import_type': 'Entity within Python File Import'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/__init__.py,__init__,.py,Code,True,200,"[{'alias': '', 'module': '.parserutils', 'functions': 'JavaScriptParser, PythonParser, python_imports_mapper, python_init_to_filemapper, js_imports_mapper', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/JavaScriptParser, PythonParser, python_imports_mapper, python_init_to_filemapper, js_imports_mapper', 'codeline': 'from .parserutils import JavaScriptParser, PythonParser, python_imports_mapper, python_init_to_filemapper, js_imports_mapper', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/__init__.py', 'import_type': 'Init.py imports'}, {'alias': '', 'module': '.dependencymapper', 'functions': 'compile_imports_map, compile_dependancy_map', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/dependencymapper/compile_imports_map, compile_dependancy_map', 'codeline': 'from .dependencymapper import compile_imports_map, compile_dependancy_map', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/dependencymapper.py', 'import_type': 'Entity within Python File Import'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/pyparser.py,pyparser,.py,Code,True,13882,"[{'alias': '', 'module': 'ast', 'functions': '', 'importpath': 'ast', 'codeline': 'import ast', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'nbformat', 'functions': '', 'importpath': 'nbformat', 'codeline': 'import nbformat', 'import_path_clean': '', 'import_type': 'Other Imports'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/.DS_Store,.DS_Store,,Other,False,6148,
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/python_imports_mapper.py,python_imports_mapper,.py,Code,True,6743,"[{'alias': '', 'module': '.', 'functions': 'PythonParser', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/PythonParser', 'codeline': 'from . import PythonParser', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/__init__.py', 'import_type': 'Init.py imports'}, {'alias': '', 'module': 'os', 'functions': '', 'importpath': 'os', 'codeline': 'import os', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': 'pd', 'module': 'pandas', 'functions': '', 'importpath': 'pandas', 'codeline': 'import pandas as pd', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': '...utils', 'functions': 'get_repo_dependencies_path, mappers_dir', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils/get_repo_dependencies_path, mappers_dir', 'codeline': 'from ...utils import get_repo_dependencies_path, mappers_dir', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils.py', 'import_type': 'Entity within Python File Import'}, {'alias': '', 'module': 'pathlib', 'functions': 'Path', 'importpath': 'pathlib/Path', 'codeline': 'from pathlib import Path', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'ast', 'functions': '', 'importpath': 'ast', 'codeline': 'import ast', 'import_path_clean': '', 'import_type': 'Python Std Lib'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/__init__.py,__init__,.py,Code,True,206,"[{'alias': '', 'module': '.jsparser', 'functions': 'JavaScriptParser', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/jsparser/JavaScriptParser', 'codeline': 'from .jsparser import JavaScriptParser', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/jsparser.py', 'import_type': 'Entity within Python File Import'}, {'alias': '', 'module': '.pyparser', 'functions': 'PythonParser', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/pyparser/PythonParser', 'codeline': 'from .pyparser import PythonParser', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/pyparser.py', 'import_type': 'Entity within Python File Import'}, {'alias': '', 'module': '.python_imports_mapper', 'functions': 'python_imports_mapper, python_init_to_filemapper', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/python_imports_mapper/python_imports_mapper, python_init_to_filemapper', 'codeline': 'from .python_imports_mapper import python_imports_mapper, python_init_to_filemapper', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/python_imports_mapper.py', 'import_type': 'Entity within Python File Import'}, {'alias': '', 'module': '.js_imports_mapper', 'functions': 'js_imports_mapper', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/js_imports_mapper/js_imports_mapper', 'codeline': 'from .js_imports_mapper import js_imports_mapper', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/js_imports_mapper.py', 'import_type': 'Entity within Python File Import'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/jsparser.py,jsparser,.py,Code,True,5716,"[{'alias': '', 'module': 'os', 'functions': '', 'importpath': 'os', 'codeline': 'import os', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'requests', 'functions': '', 'importpath': 'requests', 'codeline': 'import requests', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 'dotenv', 'functions': 'load_dotenv', 'importpath': 'dotenv/load_dotenv', 'codeline': 'from dotenv import load_dotenv', 'import_path_clean': '', 'import_type': 'Other Imports'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/js_imports_mapper.py,js_imports_mapper,.py,Code,True,4622,"[{'alias': '', 'module': '.', 'functions': 'JavaScriptParser', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/JavaScriptParser', 'codeline': 'from . import JavaScriptParser', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/parsers/parserutils/__init__.py', 'import_type': 'Init.py imports'}, {'alias': '', 'module': '...utils', 'functions': 'get_repo_dependencies_path', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils/get_repo_dependencies_path', 'codeline': 'from ...utils import get_repo_dependencies_path', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils.py', 'import_type': 'Entity within Python File Import'}, {'alias': '', 'module': 'pathlib', 'functions': 'Path', 'importpath': 'pathlib/Path', 'codeline': 'from pathlib import Path', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': 'pd', 'module': 'pandas', 'functions': '', 'importpath': 'pandas', 'codeline': 'import pandas as pd', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 're', 'functions': '', 'importpath': 're', 'codeline': 'import re', 'import_path_clean': '', 'import_type': 'Python Std Lib'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/vectordb/.DS_Store,.DS_Store,,Other,False,6148,
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/vectordb/__init__.py,__init__,.py,Code,True,56,"[{'alias': '', 'module': '.createschemahandler', 'functions': 'create_schema_for_class', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/vectordb/createschemahandler/create_schema_for_class', 'codeline': 'from .createschemahandler import create_schema_for_class', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/vectordb/createschemahandler.py', 'import_type': 'Entity within Python File Import'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/vectordb/createschemahandler.py,createschemahandler,.py,Code,True,1725,"[{'alias': '', 'module': 'createschema', 'functions': '*', 'importpath': 'createschema/*', 'codeline': 'from createschema import *', 'import_path_clean': 'createschema.py', 'import_type': 'Entity within Python File Import'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/vectordb/createschema.py,createschema,.py,Code,True,42218,"[{'alias': '', 'module': 'os', 'functions': '', 'importpath': 'os', 'codeline': 'import os', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'logging', 'functions': '', 'importpath': 'logging', 'codeline': 'import logging', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': '..utils', 'functions': 'current_script_dir', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils/current_script_dir', 'codeline': 'from ..utils import current_script_dir', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils.py', 'import_type': 'Entity within Python File Import'}, {'alias': '', 'module': 'dotenv', 'functions': 'load_dotenv', 'importpath': 'dotenv/load_dotenv', 'codeline': 'from dotenv import load_dotenv', 'import_path_clean': '', 'import_type': 'Other Imports'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/dataingestion/repo_dependencies_ingestion.py,repo_dependencies_ingestion,.py,Code,True,17711,"[{'alias': '', 'module': 're', 'functions': '', 'importpath': 're', 'codeline': 'import re', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'os', 'functions': '', 'importpath': 'os', 'codeline': 'import os', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'requests', 'functions': '', 'importpath': 'requests', 'codeline': 'import requests', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 'urllib.parse', 'functions': 'urlparse', 'importpath': 'urllib/parse/urlparse', 'codeline': 'from urllib.parse import urlparse', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': '..utils', 'functions': 'get_repo_name, get_repo_dependencies_path, safe_folder_name_url, current_script_dir, get_masterList_path, get_masterDocs_path, get_masterDocsDirectory_path,get_repo_shortname', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils/get_repo_name, get_repo_dependencies_path, safe_folder_name_url, current_script_dir, get_masterList_path, get_masterDocs_path, get_masterDocsDirectory_path,get_repo_shortname', 'codeline': 'from ..utils import get_repo_name, get_repo_dependencies_path, safe_folder_name_url, current_script_dir, get_masterList_path, get_masterDocs_path, get_masterDocsDirectory_path,get_repo_shortname', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils.py', 'import_type': 'Entity within Python File Import'}, {'alias': 'pd', 'module': 'pandas', 'functions': '', 'importpath': 'pandas', 'codeline': 'import pandas as pd', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 'shutil', 'functions': '', 'importpath': 'shutil', 'codeline': 'import shutil', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'pathlib', 'functions': 'Path', 'importpath': 'pathlib/Path', 'codeline': 'from pathlib import Path', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'subprocess', 'functions': '', 'importpath': 'subprocess', 'codeline': 'import subprocess', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': 'pd', 'module': 'pandas', 'functions': '', 'importpath': 'pandas', 'codeline': 'import pandas as pd', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 'datetime', 'functions': 'datetime', 'importpath': 'datetime/datetime', 'codeline': 'from datetime import datetime', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'pytz', 'functions': '', 'importpath': 'pytz', 'codeline': 'import pytz', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 'time', 'functions': '', 'importpath': 'time', 'codeline': 'import time', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'logging', 'functions': '', 'importpath': 'logging', 'codeline': 'import logging', 'import_path_clean': '', 'import_type': 'Python Std Lib'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/dataingestion/repo_ingestion.py,repo_ingestion,.py,Code,True,10895,"[{'alias': '', 'module': 'os', 'functions': '', 'importpath': 'os', 'codeline': 'import os', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'csv', 'functions': '', 'importpath': 'csv', 'codeline': 'import csv', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'subprocess', 'functions': '', 'importpath': 'subprocess', 'codeline': 'import subprocess', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'pathlib', 'functions': 'Path', 'importpath': 'pathlib/Path', 'codeline': 'from pathlib import Path', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'urllib.parse', 'functions': 'urlparse', 'importpath': 'urllib/parse/urlparse', 'codeline': 'from urllib.parse import urlparse', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 'datetime', 'functions': 'datetime', 'importpath': 'datetime/datetime', 'codeline': 'from datetime import datetime', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': 'pytz', 'functions': '', 'importpath': 'pytz', 'codeline': 'import pytz', 'import_path_clean': '', 'import_type': 'Other Imports'}, {'alias': '', 'module': 'logging', 'functions': '', 'importpath': 'logging', 'codeline': 'import logging', 'import_path_clean': '', 'import_type': 'Python Std Lib'}, {'alias': '', 'module': '..utils', 'functions': 'get_repo_code_path, get_repo_dependencies_path, current_script_dir, get_masterList_path, get_repo_name', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils/get_repo_code_path, get_repo_dependencies_path, current_script_dir, get_masterList_path, get_repo_name', 'codeline': 'from ..utils import get_repo_code_path, get_repo_dependencies_path, current_script_dir, get_masterList_path, get_repo_name', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/utils.py', 'import_type': 'Entity within Python File Import'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/dataingestion/.DS_Store,.DS_Store,,Other,False,6148,
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/dataingestion/__init__.py,__init__,.py,Code,True,139,"[{'alias': '', 'module': '.repo_ingestion', 'functions': 'ingest_repo', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/dataingestion/repo_ingestion/ingest_repo', 'codeline': 'from .repo_ingestion import ingest_repo', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/dataingestion/repo_ingestion.py', 'import_type': 'Entity within Python File Import'}, {'alias': '', 'module': '.repo_dependencies_ingestion', 'functions': 'ingest_docs, update_downloaded_sites, move_downloaded_site', 'importpath': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/dataingestion/repo_dependencies_ingestion/ingest_docs, update_downloaded_sites, move_downloaded_site', 'codeline': 'from .repo_dependencies_ingestion import ingest_docs, update_downloaded_sites, move_downloaded_site', 'import_path_clean': '/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/dataingestion/repo_dependencies_ingestion.py', 'import_type': 'Entity within Python File Import'}]"
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/mappers/.DS_Store,.DS_Store,,Other,False,6148,
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/mappers/pythonstandardlibs.csv,pythonstandardlibs,.csv,Other,False,29901,
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/mappers/url_to_repo_name_mapping.json,url_to_repo_name_mapping,.json,Other,False,340,
/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/scripts/mappers/url_to_safe_name_mapping.json,url_to_safe_name_mapping,.json,Other,False,21529,
